customer_id,age,gender,subscription,watch_hours,last_login_gap,region,device,monthly_fee,payment_method,videos_watched,avg_watch_time,favorite_genre,churn
AM_3472,33,Other,Basic,7.66,40,Asia,Mobile,8.99,Debit Card,115,1.85,Sci-Fi,0
AM_3473,33,Other,Basic,9.99,33,Asia,TV,8.99,UPI,44,1.72,Sci-Fi,1
AM_3474,19,Male,Basic,8.63,27,Europe,Laptop,17.99,Debit Card,4,0.73,Action,0
AM_3475,38,Male,Standard,1.48,49,Europe,Laptop,8.99,Wallet,114,1.7,Romance,0
AM_3476,38,Male,Standard,4.13,29,Africa,TV,8.99,Debit Card,67,0.7,Romance,0
AM_3477,40,Other,Basic,5.45,45,South America,Laptop,17.99,UPI,33,1.65,Comedy,0
AM_3478,52,Female,Standard,2.17,31,Africa,TV,17.99,Wallet,33,0.79,Horror,0
AM_3479,34,Female,Basic,20.53,54,Europe,TV,13.99,Debit Card,55,0.59,Action,0
AM_3480,26,Male,Premium,3.97,51,North America,TV,13.99,Wallet,80,1.84,Comedy,1
AM_3481,69,Female,Standard,16.41,1,Europe,Mobile,13.99,Debit Card,41,0.42,Action,0
AM_3482,18,Other,Standard,17.29,12,Europe,Laptop,17.99,Debit Card,41,1.43,Comedy,0
AM_3483,58,Male,Premium,6.82,10,Europe,TV,17.99,Credit Card,24,0.67,Action,0
AM_3484,39,Male,Standard,9.54,33,Asia,Laptop,13.99,UPI,93,1.52,Comedy,1
AM_3485,37,Other,Basic,8.39,23,Asia,Laptop,8.99,UPI,100,0.27,Sci-Fi,0
AM_3486,23,Male,Standard,8.79,40,Europe,TV,8.99,Debit Card,114,0.64,Horror,0
AM_3487,60,Male,Standard,7.92,57,Europe,TV,17.99,Credit Card,70,1.88,Romance,0
AM_3488,51,Female,Basic,9.14,41,Africa,Mobile,13.99,Credit Card,46,0.18,Romance,0
AM_3489,50,Female,Premium,7.83,9,Africa,TV,13.99,Debit Card,18,0.12,Action,0
AM_3490,58,Male,Premium,5.0,11,Asia,Laptop,13.99,Credit Card,39,0.47,Horror,0
AM_3491,59,Male,Basic,6.69,43,Africa,Laptop,13.99,Debit Card,70,0.51,Sci-Fi,1
AM_3492,59,Other,Basic,7.36,9,Africa,TV,17.99,Wallet,9,1.22,Romance,1
AM_3493,54,Male,Standard,4.38,31,Asia,Laptop,8.99,Debit Card,102,1.42,Drama,0
AM_3494,27,Male,Premium,3.21,24,Europe,Laptop,17.99,Wallet,78,1.01,Action,0
AM_3495,20,Female,Standard,7.46,55,Asia,Mobile,13.99,Credit Card,82,0.3,Comedy,0
AM_3496,29,Other,Premium,17.56,19,Africa,Mobile,13.99,Credit Card,14,1.98,Drama,0
AM_3497,29,Female,Basic,15.87,47,North America,TV,8.99,Debit Card,45,0.95,Sci-Fi,0
AM_3498,31,Male,Standard,6.77,8,South America,Laptop,17.99,UPI,2,1.54,Sci-Fi,0
AM_3499,22,Female,Basic,5.23,56,North America,Mobile,8.99,Debit Card,54,1.43,Comedy,0
AM_3500,46,Female,Basic,22.49,52,Asia,Mobile,8.99,UPI,103,0.28,Romance,1
AM_3501,21,Female,Basic,13.42,20,Europe,Laptop,8.99,Credit Card,70,0.74,Drama,0
AM_3502,27,Male,Premium,10.46,16,Asia,TV,17.99,Wallet,75,1.28,Drama,0
AM_3503,30,Male,Premium,6.53,20,Europe,Laptop,13.99,Credit Card,113,0.74,Romance,0
AM_3504,62,Female,Standard,8.34,53,Europe,Mobile,17.99,Debit Card,18,1.03,Romance,0
AM_3505,20,Other,Standard,15.35,37,North America,Mobile,8.99,Wallet,90,1.69,Romance,0
AM_3506,51,Other,Standard,17.11,50,Africa,TV,8.99,Debit Card,70,0.19,Action,0
AM_3507,46,Female,Standard,2.76,54,Asia,TV,8.99,Wallet,41,1.88,Drama,1
AM_3508,25,Female,Basic,5.38,37,Asia,Mobile,13.99,Debit Card,104,0.21,Romance,0
AM_3509,47,Male,Standard,5.93,55,Europe,Mobile,8.99,UPI,119,1.68,Drama,0
AM_3510,44,Other,Basic,4.99,4,North America,Mobile,13.99,Wallet,33,0.22,Romance,0
AM_3511,57,Other,Basic,21.1,54,Europe,Laptop,8.99,UPI,88,1.59,Action,0
AM_3512,56,Male,Standard,2.93,15,South America,TV,8.99,Debit Card,3,0.21,Horror,0
AM_3513,55,Female,Basic,10.43,59,South America,Mobile,17.99,Wallet,2,0.66,Drama,1
AM_3514,63,Other,Premium,10.75,44,Africa,Laptop,13.99,Credit Card,42,1.38,Romance,0
AM_3515,63,Male,Standard,4.27,43,Europe,Laptop,8.99,UPI,66,0.11,Comedy,1
AM_3516,32,Female,Premium,26.45,46,North America,Mobile,17.99,Debit Card,12,0.47,Horror,0
AM_3517,44,Female,Standard,5.9,58,Africa,Laptop,13.99,UPI,64,1.09,Romance,0
AM_3518,47,Other,Basic,10.97,38,South America,Laptop,13.99,Wallet,70,1.92,Action,0
AM_3519,42,Male,Standard,2.11,7,Africa,TV,8.99,UPI,6,0.86,Comedy,0
AM_3520,20,Male,Basic,2.82,55,Asia,TV,17.99,Wallet,106,1.41,Drama,0
AM_3521,35,Other,Basic,1.9,46,South America,Mobile,17.99,UPI,47,0.19,Comedy,1
AM_3522,57,Other,Basic,0.41,24,Africa,Laptop,8.99,UPI,49,0.35,Sci-Fi,0
AM_3523,27,Other,Premium,2.47,12,Europe,Laptop,8.99,Credit Card,14,1.01,Action,0
AM_3524,55,Other,Basic,2.51,16,Europe,TV,17.99,Wallet,18,0.97,Drama,0
AM_3525,69,Male,Premium,3.59,31,Europe,Mobile,13.99,Wallet,72,1.37,Sci-Fi,1
AM_3526,20,Other,Standard,2.38,15,Europe,TV,8.99,Credit Card,56,1.45,Drama,0
AM_3527,27,Female,Basic,19.11,8,Asia,Laptop,17.99,Wallet,3,0.31,Comedy,0
AM_3528,46,Male,Premium,17.67,39,Asia,Mobile,13.99,UPI,54,1.27,Sci-Fi,0
AM_3529,49,Other,Basic,13.76,39,Africa,TV,13.99,Wallet,55,1.82,Action,0
AM_3530,27,Female,Premium,7.76,44,Asia,Laptop,17.99,Wallet,85,1.25,Action,0
AM_3531,66,Male,Premium,0.37,11,Europe,Laptop,13.99,UPI,44,0.23,Comedy,1
AM_3532,34,Female,Standard,3.68,59,Europe,TV,17.99,Credit Card,4,0.25,Drama,0
AM_3533,68,Other,Standard,2.52,8,North America,Laptop,8.99,Debit Card,73,0.17,Sci-Fi,0
AM_3534,22,Female,Premium,3.76,39,Asia,Mobile,8.99,Credit Card,29,1.53,Drama,0
AM_3535,65,Female,Basic,12.6,27,North America,Laptop,8.99,Credit Card,71,1.67,Romance,0
AM_3536,27,Male,Premium,19.59,16,Europe,TV,13.99,UPI,19,1.44,Horror,0
AM_3537,48,Female,Standard,14.17,6,Africa,Laptop,8.99,UPI,18,1.38,Horror,0
AM_3538,21,Other,Premium,3.37,13,North America,TV,13.99,UPI,73,1.54,Horror,0
AM_3539,55,Female,Standard,0.52,44,North America,Laptop,17.99,Debit Card,88,1.45,Sci-Fi,1
AM_3540,65,Male,Standard,11.98,7,Africa,Laptop,13.99,UPI,50,1.86,Romance,0
AM_3541,33,Other,Basic,9.56,23,Africa,TV,17.99,Credit Card,89,0.18,Action,0
AM_3542,64,Male,Basic,13.67,29,Europe,Mobile,8.99,Wallet,24,0.92,Comedy,0
AM_3543,46,Other,Basic,7.85,23,Europe,Mobile,17.99,Debit Card,58,0.4,Action,0
AM_3544,37,Other,Basic,3.29,52,North America,Mobile,17.99,Wallet,92,0.94,Action,1
AM_3545,64,Other,Premium,10.49,29,Europe,Mobile,17.99,Debit Card,28,0.46,Sci-Fi,0
AM_3546,50,Male,Basic,9.88,41,Asia,Mobile,8.99,Debit Card,44,0.65,Action,0
AM_3547,26,Female,Standard,7.68,48,Asia,TV,17.99,Debit Card,114,1.18,Drama,0
AM_3548,46,Male,Basic,8.88,42,Asia,Mobile,8.99,UPI,94,0.37,Sci-Fi,0
AM_3549,29,Other,Standard,7.32,52,Africa,Mobile,17.99,Credit Card,58,1.07,Romance,1
AM_3550,51,Female,Standard,2.9,3,Europe,Mobile,17.99,Credit Card,47,1.8,Action,0
AM_3551,59,Other,Basic,37.27,17,Africa,Laptop,13.99,Wallet,85,0.49,Action,0
AM_3552,48,Female,Standard,11.53,14,South America,Mobile,13.99,Debit Card,48,1.57,Action,0
AM_3553,42,Male,Basic,4.06,6,South America,Mobile,8.99,Debit Card,66,1.25,Romance,0
AM_3554,49,Female,Basic,5.71,44,Asia,TV,8.99,UPI,31,0.44,Comedy,0
AM_3555,35,Other,Premium,3.71,20,Europe,Laptop,13.99,Debit Card,24,1.93,Romance,0
AM_3556,45,Male,Premium,10.35,24,Asia,Laptop,8.99,Credit Card,22,1.31,Drama,0
AM_3557,59,Other,Standard,6.08,59,Europe,TV,8.99,Wallet,70,1.71,Sci-Fi,1
AM_3558,30,Other,Basic,5.65,37,Asia,Mobile,8.99,Wallet,114,0.46,Comedy,0
AM_3559,27,Other,Premium,8.85,54,Asia,TV,13.99,UPI,52,0.26,Drama,1
AM_3560,52,Male,Basic,22.52,49,Asia,Mobile,17.99,Debit Card,4,1.99,Romance,0
AM_3561,68,Male,Standard,13.26,33,Africa,Mobile,8.99,UPI,1,1.44,Drama,0
AM_3562,25,Female,Basic,13.9,38,Europe,Mobile,8.99,UPI,97,0.33,Romance,0
AM_3563,45,Other,Premium,4.74,56,Asia,Laptop,13.99,UPI,42,0.4,Sci-Fi,0
AM_3564,59,Other,Basic,11.88,43,Africa,TV,13.99,UPI,26,1.3,Comedy,1
AM_3565,29,Female,Standard,11.53,1,Europe,Laptop,17.99,Debit Card,67,1.89,Drama,0
AM_3566,38,Female,Premium,8.66,7,Asia,TV,8.99,Credit Card,63,0.7,Horror,0
AM_3567,38,Other,Standard,12.12,52,Asia,Mobile,8.99,Debit Card,76,0.48,Comedy,1
AM_3568,30,Other,Basic,8.52,20,Africa,TV,13.99,Wallet,46,0.52,Horror,0
AM_3569,67,Other,Premium,18.4,58,Asia,Mobile,8.99,Credit Card,37,1.18,Horror,1
AM_3570,45,Other,Basic,3.59,24,South America,Mobile,8.99,Credit Card,109,1.48,Horror,0
AM_3571,56,Female,Standard,8.47,5,South America,TV,8.99,Credit Card,87,1.46,Sci-Fi,0
AM_3572,56,Male,Premium,1.41,3,North America,Laptop,8.99,Credit Card,72,1.51,Action,0
AM_3573,29,Other,Standard,0.94,15,North America,TV,13.99,Wallet,91,0.74,Horror,1
AM_3574,39,Male,Standard,4.91,38,Europe,TV,13.99,Wallet,36,0.53,Drama,0
AM_3575,61,Other,Basic,3.8,23,Europe,Laptop,13.99,Debit Card,10,0.85,Horror,0
AM_3576,55,Female,Basic,2.3,30,Europe,Laptop,17.99,UPI,49,0.21,Action,0
AM_3577,51,Male,Standard,5.58,43,Asia,Laptop,17.99,Debit Card,56,0.46,Drama,0
AM_3578,31,Other,Basic,3.99,49,North America,TV,17.99,Debit Card,115,1.06,Sci-Fi,0
AM_3579,21,Female,Standard,20.63,24,South America,Mobile,8.99,Credit Card,102,0.38,Action,0
AM_3580,20,Other,Basic,19.62,35,Africa,TV,17.99,Debit Card,4,1.82,Horror,0
AM_3581,68,Male,Basic,15.53,42,North America,Laptop,13.99,Credit Card,91,0.75,Horror,0
AM_3582,60,Female,Basic,9.87,25,North America,Laptop,13.99,Wallet,57,1.65,Horror,0
AM_3583,69,Male,Standard,10.72,33,Europe,TV,17.99,Wallet,73,1.0,Drama,0
AM_3584,49,Male,Standard,1.21,37,South America,TV,17.99,UPI,49,0.14,Comedy,0
AM_3585,69,Other,Standard,8.66,48,Asia,Mobile,17.99,UPI,36,1.35,Horror,1
AM_3586,32,Other,Premium,11.13,6,North America,Laptop,13.99,Debit Card,48,1.5,Horror,0
AM_3587,60,Other,Basic,15.23,33,Europe,Laptop,13.99,Credit Card,21,1.93,Comedy,1
AM_3588,21,Other,Premium,5.31,27,South America,Laptop,8.99,Wallet,13,0.79,Action,0
AM_3589,63,Female,Premium,18.15,53,North America,Mobile,8.99,Wallet,2,0.37,Romance,1
AM_3590,61,Male,Standard,3.45,10,Asia,TV,8.99,Credit Card,23,1.87,Comedy,0
AM_3591,38,Other,Basic,15.58,28,Africa,Laptop,17.99,Credit Card,118,1.85,Sci-Fi,0
AM_3592,67,Other,Standard,3.41,47,Africa,Laptop,13.99,Credit Card,45,0.6,Drama,0
AM_3593,57,Female,Premium,10.27,57,Europe,Laptop,17.99,Credit Card,89,0.44,Romance,0
AM_3594,68,Female,Premium,5.58,3,South America,TV,8.99,UPI,37,1.78,Sci-Fi,0
AM_3595,42,Female,Standard,10.45,5,Asia,Mobile,13.99,Credit Card,74,1.98,Drama,0
AM_3596,51,Male,Premium,14.65,28,South America,Mobile,13.99,Debit Card,35,0.32,Sci-Fi,0
AM_3597,52,Female,Basic,8.57,53,Asia,TV,17.99,Credit Card,22,1.87,Horror,1
AM_3598,36,Female,Premium,3.59,52,Europe,Mobile,13.99,Wallet,114,0.46,Comedy,1
AM_3599,51,Other,Standard,7.97,52,North America,Laptop,13.99,Wallet,46,1.35,Drama,0
AM_3600,34,Other,Premium,10.58,12,Africa,Mobile,8.99,UPI,110,0.63,Drama,0
AM_3601,28,Male,Basic,6.67,19,Africa,TV,17.99,Wallet,44,1.29,Action,0
AM_3602,19,Female,Basic,16.67,16,Asia,Laptop,17.99,UPI,84,1.75,Sci-Fi,0
AM_3603,24,Male,Basic,6.03,7,Europe,Mobile,17.99,Debit Card,26,0.23,Horror,0
AM_3604,24,Other,Basic,0.98,3,South America,Laptop,8.99,Credit Card,99,1.19,Sci-Fi,0
AM_3605,34,Other,Basic,2.17,48,Europe,Laptop,8.99,Credit Card,4,1.12,Horror,1
AM_3606,43,Other,Basic,12.74,34,North America,TV,8.99,UPI,53,0.98,Horror,0
AM_3607,67,Female,Basic,15.71,16,North America,Mobile,13.99,Credit Card,33,1.49,Sci-Fi,0
AM_3608,20,Male,Basic,17.19,38,North America,Laptop,8.99,UPI,31,1.95,Comedy,1
AM_3609,42,Other,Premium,10.21,27,North America,Laptop,17.99,UPI,82,0.55,Drama,0
AM_3610,21,Female,Basic,12.65,59,South America,Laptop,17.99,Credit Card,63,0.21,Action,0
AM_3611,49,Male,Basic,13.5,11,Asia,Mobile,17.99,Wallet,27,0.39,Action,0
AM_3612,39,Other,Premium,13.18,28,North America,Mobile,13.99,UPI,40,0.3,Sci-Fi,0
AM_3613,48,Female,Standard,11.68,15,Asia,Mobile,8.99,UPI,87,0.66,Romance,0
AM_3614,39,Female,Standard,12.1,36,North America,TV,13.99,UPI,48,1.13,Comedy,0
AM_3615,27,Male,Basic,9.44,13,Europe,Mobile,8.99,Debit Card,57,0.62,Sci-Fi,0
AM_3616,22,Other,Premium,10.45,16,North America,Mobile,17.99,Credit Card,7,1.38,Sci-Fi,0
AM_3617,33,Other,Standard,6.25,36,Africa,Mobile,17.99,Wallet,55,0.36,Romance,0
AM_3618,24,Other,Basic,3.52,7,Asia,Laptop,13.99,Wallet,69,1.14,Action,0
AM_3619,26,Male,Basic,14.83,41,Asia,Laptop,17.99,UPI,25,1.17,Horror,0
AM_3620,49,Other,Basic,6.73,21,South America,TV,8.99,Credit Card,83,0.79,Horror,0
AM_3621,26,Male,Standard,15.49,3,South America,Mobile,13.99,Debit Card,74,1.96,Romance,0
AM_3622,51,Male,Premium,5.82,58,South America,Mobile,13.99,UPI,115,0.55,Horror,0
AM_3623,38,Other,Premium,10.36,55,North America,Laptop,8.99,Wallet,53,1.74,Romance,0
AM_3624,65,Other,Standard,51.81,8,Europe,TV,13.99,Debit Card,111,1.33,Sci-Fi,0
AM_3625,42,Other,Basic,6.61,42,Asia,TV,8.99,Wallet,62,0.74,Drama,0
AM_3626,20,Male,Standard,1.04,30,North America,Laptop,8.99,Debit Card,7,1.54,Drama,0
AM_3627,38,Male,Premium,16.17,22,North America,Mobile,13.99,Debit Card,104,0.46,Sci-Fi,0
AM_3628,67,Male,Basic,3.55,9,South America,Mobile,8.99,UPI,12,0.75,Drama,0
AM_3629,59,Female,Basic,16.06,8,Asia,Mobile,13.99,UPI,46,1.19,Drama,0
AM_3630,56,Male,Premium,1.88,57,Europe,Laptop,13.99,Wallet,93,1.25,Horror,0
AM_3631,51,Other,Basic,12.82,26,South America,Mobile,13.99,Wallet,13,0.74,Romance,0
AM_3632,42,Male,Standard,6.47,13,Africa,Laptop,13.99,UPI,68,1.3,Sci-Fi,0
AM_3633,34,Other,Basic,11.15,2,Asia,TV,8.99,Credit Card,69,1.72,Action,0
AM_3634,26,Other,Basic,2.34,53,North America,Mobile,8.99,UPI,14,1.42,Romance,0
AM_3635,30,Female,Standard,1.03,46,North America,Mobile,13.99,Wallet,100,0.96,Romance,0
AM_3636,22,Other,Standard,5.07,58,Asia,Mobile,8.99,Debit Card,15,0.33,Sci-Fi,1
AM_3637,51,Other,Standard,13.03,52,Europe,TV,13.99,Credit Card,104,1.35,Comedy,1
AM_3638,41,Male,Standard,4.07,25,Europe,TV,8.99,Wallet,97,1.55,Drama,0
AM_3639,25,Other,Basic,18.67,44,Asia,Mobile,13.99,Debit Card,21,0.94,Sci-Fi,0
AM_3640,52,Male,Premium,23.66,5,Europe,Laptop,17.99,Wallet,97,1.01,Romance,0
AM_3641,59,Other,Basic,11.58,24,South America,Laptop,13.99,Debit Card,35,1.94,Sci-Fi,0
AM_3642,59,Female,Standard,16.1,38,Africa,TV,17.99,UPI,37,0.13,Horror,0
AM_3643,46,Male,Premium,17.04,40,South America,Mobile,13.99,Wallet,110,0.33,Drama,1
AM_3644,23,Other,Basic,11.99,7,North America,Laptop,13.99,Credit Card,75,0.26,Action,0
AM_3645,32,Female,Basic,8.66,12,Europe,TV,17.99,UPI,67,1.96,Drama,0
AM_3646,53,Other,Premium,19.65,35,North America,Laptop,13.99,Credit Card,75,1.53,Romance,1
AM_3647,38,Other,Basic,2.45,48,North America,Laptop,8.99,Debit Card,77,0.75,Sci-Fi,0
AM_3648,61,Female,Premium,3.17,42,Europe,Laptop,13.99,Wallet,92,1.81,Romance,0
AM_3649,42,Other,Premium,17.29,52,Africa,Laptop,17.99,Wallet,57,2.0,Action,0
AM_3650,53,Female,Standard,8.64,44,South America,Laptop,8.99,Credit Card,109,1.37,Romance,0
AM_3651,23,Male,Premium,13.35,29,Asia,Mobile,17.99,Wallet,35,0.48,Horror,0
AM_3652,28,Female,Premium,13.98,24,Africa,TV,8.99,Debit Card,109,1.92,Horror,0
AM_3653,55,Female,Standard,4.1,57,Africa,Mobile,8.99,UPI,16,0.7,Comedy,0
AM_3654,58,Male,Premium,5.33,25,Europe,Laptop,13.99,Debit Card,81,1.73,Romance,0
AM_3655,29,Female,Basic,16.07,2,Africa,Mobile,8.99,Debit Card,57,1.19,Action,0
AM_3656,35,Male,Standard,5.39,56,Europe,TV,17.99,UPI,17,1.17,Action,0
AM_3657,33,Male,Standard,23.32,7,Africa,Mobile,13.99,Debit Card,79,1.4,Horror,0
AM_3658,38,Female,Basic,8.97,7,Europe,Mobile,8.99,Credit Card,52,1.73,Action,0
AM_3659,21,Female,Basic,7.74,50,Africa,TV,13.99,UPI,115,1.88,Action,1
AM_3660,36,Female,Standard,6.55,29,Africa,Mobile,17.99,UPI,82,0.61,Sci-Fi,0
AM_3661,50,Male,Premium,14.17,33,South America,Mobile,13.99,Debit Card,41,1.95,Sci-Fi,0
AM_3662,53,Other,Basic,18.07,24,South America,Laptop,8.99,Wallet,72,0.57,Sci-Fi,0
AM_3663,25,Other,Standard,5.66,31,North America,TV,8.99,Wallet,57,2.0,Horror,0
AM_3664,40,Female,Premium,23.75,10,Europe,Laptop,8.99,UPI,2,0.39,Comedy,0
AM_3665,33,Other,Basic,14.68,6,Africa,TV,13.99,Credit Card,22,1.95,Drama,0
AM_3666,56,Other,Premium,2.86,8,Asia,Laptop,17.99,UPI,22,0.28,Comedy,0
AM_3667,43,Male,Standard,12.3,30,South America,TV,13.99,Debit Card,89,0.43,Romance,0
AM_3668,67,Other,Premium,3.79,48,South America,Mobile,8.99,Credit Card,74,1.12,Drama,0
AM_3669,39,Male,Basic,16.24,51,North America,TV,17.99,UPI,113,0.55,Romance,1
AM_3670,27,Other,Standard,12.63,18,Europe,Laptop,17.99,Wallet,83,1.71,Action,0
AM_3671,62,Female,Standard,0.73,10,Africa,Mobile,13.99,Wallet,67,1.38,Drama,0
AM_3672,34,Male,Premium,9.77,51,Europe,Laptop,17.99,Wallet,117,0.76,Sci-Fi,0
AM_3673,53,Female,Standard,10.21,1,South America,Laptop,8.99,Wallet,110,1.55,Sci-Fi,0
AM_3674,36,Male,Premium,5.28,43,South America,TV,17.99,Debit Card,98,1.93,Comedy,0
AM_3675,21,Female,Standard,11.88,2,Asia,Laptop,17.99,Wallet,16,1.78,Action,0
AM_3676,51,Male,Basic,11.44,49,South America,Mobile,8.99,UPI,15,0.98,Action,0
AM_3677,34,Male,Basic,5.53,17,South America,Mobile,17.99,Debit Card,10,0.34,Drama,0
AM_3678,18,Other,Standard,13.33,2,North America,TV,13.99,Wallet,69,0.35,Horror,0
AM_3679,58,Female,Premium,11.51,25,South America,TV,17.99,UPI,95,0.83,Sci-Fi,0
AM_3680,64,Other,Basic,2.59,18,Europe,Mobile,13.99,UPI,5,0.21,Comedy,0
AM_3681,62,Male,Premium,4.7,8,South America,Mobile,17.99,Debit Card,40,1.5,Romance,0
AM_3682,61,Male,Standard,1.56,25,Africa,TV,13.99,UPI,53,1.17,Romance,0
AM_3683,18,Other,Standard,25.9,50,Asia,Mobile,17.99,Debit Card,99,1.29,Romance,0
AM_3684,33,Female,Basic,22.56,39,Europe,Laptop,8.99,UPI,52,1.24,Action,0
AM_3685,37,Male,Basic,9.66,7,Asia,Laptop,13.99,UPI,18,1.68,Romance,0
AM_3686,20,Male,Premium,0.47,6,North America,Mobile,8.99,Debit Card,55,0.23,Horror,0
AM_3687,56,Other,Basic,19.62,39,Africa,TV,17.99,Credit Card,38,1.51,Action,0
AM_3688,25,Other,Basic,12.87,44,Asia,Laptop,17.99,Wallet,118,0.56,Action,1
AM_3689,61,Female,Premium,12.5,54,Asia,TV,8.99,UPI,110,0.58,Horror,0
AM_3690,29,Female,Premium,21.31,51,Africa,Laptop,8.99,UPI,78,0.92,Horror,0
AM_3691,68,Male,Standard,12.43,50,South America,TV,13.99,Credit Card,75,0.57,Drama,0
AM_3692,55,Male,Basic,6.5,9,North America,TV,17.99,Debit Card,20,1.57,Sci-Fi,0
AM_3693,37,Other,Premium,9.75,39,Europe,TV,8.99,Credit Card,46,0.83,Horror,1
AM_3694,62,Male,Standard,26.39,56,Africa,TV,17.99,Wallet,93,0.2,Comedy,0
AM_3695,29,Male,Basic,5.16,46,South America,Laptop,8.99,Credit Card,116,0.55,Drama,1
AM_3696,35,Male,Basic,12.24,0,Africa,TV,17.99,Credit Card,14,1.2,Comedy,0
AM_3697,43,Other,Premium,7.37,43,Africa,Laptop,13.99,Debit Card,38,1.91,Horror,0
AM_3698,60,Other,Basic,5.1,5,Europe,Laptop,17.99,Debit Card,84,0.85,Romance,0
AM_3699,55,Other,Premium,8.8,12,North America,TV,17.99,Wallet,90,1.18,Romance,0
AM_3700,54,Other,Premium,9.28,39,Africa,TV,17.99,Wallet,99,0.12,Horror,1
AM_3701,67,Other,Standard,9.25,19,Africa,Mobile,17.99,Debit Card,29,1.47,Comedy,0
AM_3702,64,Male,Basic,7.47,13,Africa,TV,13.99,Credit Card,24,0.17,Comedy,0
AM_3703,33,Male,Basic,7.53,58,North America,Mobile,13.99,Debit Card,47,1.72,Drama,0
AM_3704,66,Other,Standard,6.14,2,Asia,Mobile,17.99,Wallet,8,1.44,Drama,0
AM_3705,65,Male,Standard,20.66,2,South America,TV,13.99,Debit Card,79,1.01,Romance,0
AM_3706,25,Other,Standard,7.32,19,Asia,Laptop,8.99,Wallet,42,1.85,Horror,0
AM_3707,30,Other,Premium,3.38,44,South America,Laptop,8.99,UPI,61,1.24,Action,0
AM_3708,54,Male,Standard,9.14,14,Europe,TV,17.99,UPI,72,1.73,Drama,0
AM_3709,61,Other,Premium,6.93,48,Asia,Mobile,17.99,UPI,3,0.55,Horror,0
AM_3710,69,Female,Standard,3.79,1,Europe,Mobile,8.99,UPI,78,1.9,Action,0
AM_3711,27,Other,Standard,4.25,8,North America,Laptop,17.99,Credit Card,57,0.61,Drama,1
AM_3712,34,Female,Premium,24.0,43,North America,Mobile,17.99,Debit Card,87,1.36,Drama,0
AM_3713,31,Other,Standard,11.0,36,North America,Mobile,17.99,Wallet,36,1.54,Comedy,1
AM_3714,51,Other,Basic,9.25,11,South America,Mobile,17.99,Wallet,91,1.83,Sci-Fi,0
AM_3715,63,Male,Basic,5.89,8,Europe,Mobile,8.99,Wallet,11,0.89,Horror,0
AM_3716,65,Other,Basic,10.79,13,South America,Laptop,17.99,Credit Card,119,0.98,Drama,0
AM_3717,39,Other,Standard,17.88,44,Africa,Laptop,17.99,Credit Card,46,1.05,Sci-Fi,0
AM_3718,20,Male,Basic,18.42,57,Africa,TV,8.99,Wallet,15,0.36,Drama,0
AM_3719,60,Female,Standard,6.9,25,Asia,Laptop,13.99,UPI,2,0.45,Drama,0
AM_3720,34,Other,Standard,1.74,19,South America,Laptop,8.99,Credit Card,6,1.68,Horror,0
AM_3721,62,Female,Basic,13.95,28,South America,TV,13.99,Credit Card,70,1.69,Action,0
AM_3722,44,Male,Basic,13.67,34,South America,TV,17.99,Debit Card,8,1.57,Comedy,0
AM_3723,23,Other,Basic,3.83,30,South America,Laptop,8.99,Credit Card,69,1.23,Action,0
AM_3724,60,Male,Basic,8.68,59,Asia,Mobile,17.99,Credit Card,75,0.83,Horror,0
AM_3725,25,Female,Basic,7.66,53,Asia,TV,13.99,Credit Card,50,1.53,Drama,0
AM_3726,61,Other,Premium,3.72,17,North America,Laptop,13.99,Wallet,87,0.86,Horror,0
AM_3727,38,Other,Premium,4.78,27,Africa,TV,17.99,UPI,67,0.97,Comedy,0
AM_3728,69,Other,Standard,12.01,34,Asia,TV,13.99,Credit Card,79,1.53,Action,1
AM_3729,42,Other,Premium,13.85,9,South America,Laptop,13.99,Wallet,94,1.9,Romance,0
AM_3730,58,Other,Basic,2.81,13,North America,Mobile,17.99,Credit Card,80,0.27,Comedy,1
AM_3731,60,Female,Premium,14.67,31,Asia,Laptop,17.99,Debit Card,85,0.76,Drama,1
AM_3732,49,Female,Basic,23.57,29,Asia,Laptop,13.99,Debit Card,101,1.36,Action,0
AM_3733,24,Male,Basic,13.38,25,Africa,Mobile,13.99,Wallet,35,1.44,Drama,0
AM_3734,61,Male,Standard,7.98,24,North America,Mobile,13.99,Debit Card,56,1.06,Romance,0
AM_3735,18,Other,Standard,7.09,52,Europe,Laptop,8.99,Debit Card,43,1.27,Comedy,1
AM_3736,45,Other,Premium,4.12,26,Asia,Laptop,8.99,Credit Card,32,1.39,Horror,0
AM_3737,57,Male,Standard,7.91,12,North America,TV,8.99,UPI,37,0.59,Sci-Fi,0
AM_3738,19,Male,Basic,6.79,26,North America,Mobile,17.99,Credit Card,73,1.04,Horror,0
AM_3739,53,Female,Premium,7.37,57,Africa,Mobile,13.99,UPI,99,0.58,Comedy,0
AM_3740,47,Female,Standard,5.84,28,Europe,Mobile,17.99,Credit Card,21,1.03,Horror,0
AM_3741,59,Female,Standard,9.87,31,Africa,Laptop,8.99,Debit Card,97,0.65,Horror,0
AM_3742,32,Male,Basic,14.09,33,Asia,TV,8.99,UPI,29,1.49,Drama,0
AM_3743,38,Male,Basic,9.1,8,Europe,Laptop,13.99,Credit Card,113,1.89,Action,0
AM_3744,59,Other,Basic,13.22,16,North America,TV,8.99,UPI,69,1.33,Horror,0
